74.7296	11.9729
84.7529	225.947
87.9464	20.6884
83.1551	222.324
71.5651	180
89.737	199.153
86.166	31.8215
59.4595	235.384
88.801	219.32
90	135
21.7506	143.959
82.6965	45.8692
90	0
80.6567	234.512
86.375	353.46163
75.9229	132.645
82.3648	59.9479
28.3476	43.1404
68.7125	46.5235
85.9273	61.4354
82.9436	45.7546
84.5371	358.73199
90	90
58.0246	174.023
82.5367	325.1119
88.3424	350.37538
90	323.8422
46.406	340.113
86.9484	98.2117
84.1591	84.5551
90	80.823
78.4445	278.8255
70.2096	233.443
89.2495	93.9824
51.4229	103.853
85.0995	275.2276
90	0
85.03	253.391
83.3168	75.5515
90	45
90	0
87.2929	348.8677
63.0137	180
16.6218	231.862
35.6455	216.19
10.5314	211.569
47.0864	47.1598
90	110.301
90	108.435
77.395	7.24049
90	90
24.8653	43.3792
31.8081	37.9722
85.0743	31.6224
82.2296	220.792
76.7151	216.919
90	0
85.1265	271.2998
79.6952	270
63.272	270.5925
78.9369	84.1352
83.1348	322.7001
90	0
90	0
82.4978	226.534
90	45
90	0
79.7582	36.8196
90	0
68.9257	309.788
90	45
70.1354	117.865
90	0
90	0
88.1137	299.7791
90	90
63.9991	200.762
90	0
90	45
23.6228	134.569
28.4094	190.693
59.951	46.412
57.1011	15.6116
90	90
51.3018	79.0748
72.5108	275.0995
90	45
39.1904	238.384
68.4232	313.5703
52.7054	229.609
90	135
90	315
90	0
90	0
90	90
90	0
90	0
90	0
90	45
90	0
90	90
60.2569	321.9507
90	0
90	90
69.5204	318.6146
67.2047	180
51.1	143.794
84.7303	18.2552
38.3738	53.9585
61.7014	49.0518
90	0
76.6014	45
69.3601	201.331
63.4067	190.403
80.6373	257.898
90	90
75.6737	213.413
90	0
90	90
90	90
61.4007	37.6973
82.1577	359.22861
90	0
90	0
27.0998	359.040239
90	90
90	0
90	0
26.9379	219.712
90	90
38.464	268.9632
90	90
4.3073	236.36
65.0794	158.113
90	90
51.3344	239.217
89.8818	266.6596
90	0
90	0
89.1451	321.7527
45	90
90	0
87.3774	78.8976
90	90
79.4787	63.0283
90	0
63.2187	73.0377
90	0
90	0
89.0778	256.371
90	0
74.7651	261.5973
88.4885	197.54
67.6579	114.104
90	90
75.2519	225
70.0045	26.8143
75.4997	65.2959
35.7825	180
84.2858	28.4988
90	90
63.4349	90
90	0
63.6602	58.4372
88.5084	300.0433
90	0
90	0
64.2626	322.7271
82.8363	327.1787
88.8982	274.3516
70.9104	95.6559
90	90
24.5576	324.447
48.6155	261.7233
90	0
90	90
90	45
66.0082	173.433
67.0713	74.0138
61.6907	0
47.7301	82.7343
69.2801	293.3183
75.3042	303.7291
18.235	19.9926
68.4881	97.4533
38.5043	12.2616
67.5	180
84.5241	269.4556
78.0382	38.6486
90	0
90	0
14.2393	301.3595
55.1115	297.2568
90	90
63.5516	310.4375
90	45
90	90
65.4257	115.761
90	0
60.6645	113.857
27.5251	123.111
74.4128	58.2114
53.4357	32.6088
